species_1,species_2,species_pair,genomes_species_1,genomes_species_2,within_individual_genome_pairs,between_individual_genome_pairs,total_genome_pairs,n_individuals_with_both_species,within_HGT,between_HGT,within_HGT_rate,between_HGT_rate
246_1,70_1,246_1-70_1,4,6,0,24,24,0,0,0,0,0
246_1,71_1,246_1-71_1,4,2,0,8,8,0,0,0,0,0
246_1,72_1,246_1-72_1,4,13,0,52,52,0,0,0,0,0
246_1,74_1,246_1-74_1,4,4,0,16,16,0,0,0,0,0
246_1,75_1,246_1-75_1,4,13,0,52,52,0,0,0,0,0
246_1,76_1,246_1-76_1,4,3,0,12,12,0,0,0,0,0
246_1,76_2,246_1-76_2,4,59,0,236,236,0,0,0,0,0
246_1,76_3,246_1-76_3,4,8,0,32,32,0,0,0,0,0
246_1,77_1,246_1-77_1,4,2,0,8,8,0,0,0,0,0
246_1,77_2,246_1-77_2,4,15,0,60,60,0,0,0,0,0
246_1,78_1,246_1-78_1,4,6,0,24,24,0,0,0,0,0
246_1,78_2,246_1-78_2,4,4,0,16,16,0,0,0,0,0
246_1,78_3,246_1-78_3,4,11,0,44,44,0,0,0,0,0
246_1,80_1,246_1-80_1,4,9,0,36,36,0,0,0,0,0
246_1,84_1,246_1-84_1,4,4,0,16,16,0,0,0,0,0
246_1,86_1,246_1-86_1,4,3,0,12,12,0,0,0,0,0
246_1,87_1,246_1-87_1,4,10,0,40,40,0,0,0,0,0
246_1,8_1,246_1-8_1,4,4,0,16,16,0,0,0,0,0
246_1,90_1,246_1-90_1,4,118,1,471,472,1,0,0,0,0
246_1,91_1,246_1-91_1,4,7,0,28,28,0,0,0,0,0
246_1,92_1,246_1-92_1,4,38,2,150,152,1,0,0,0,0
246_1,93_1,246_1-93_1,4,2,0,8,8,0,0,0,0,0
246_1,94_1,246_1-94_1,4,3,0,12,12,0,0,0,0,0
246_1,96_1,246_1-96_1,4,265,1,1059,1060,1,0,0,0,0
246_1,97_1,246_1-97_1,4,287,0,1148,1148,0,0,0,0,0
246_1,98_1,246_1-98_1,4,3,0,12,12,0,0,0,0,0
246_1,99_1,246_1-99_1,4,2,0,8,8,0,0,0,0,0
246_1,99_2,246_1-99_2,4,21,0,84,84,0,0,0,0,0
246_1,9_1,246_1-9_1,4,2,0,8,8,0,0,0,0,0
246_1,9_2,246_1-9_2,4,22,0,88,88,0,0,0,0,0
24_1,24_2,24_1-24_2,2,4,2,6,8,1,0,0,0,0
24_1,24_3,24_1-24_3,2,1,0,2,2,0,0,0,0,0
24_1,250_1,24_1-250_1,2,4,0,8,8,0,0,0,0,0
24_1,252_1,24_1-252_1,2,7,0,14,14,0,0,0,0,0
24_1,256_1,24_1-256_1,2,5,0,10,10,0,0,0,0,0
24_1,257_1,24_1-257_1,2,6,0,12,12,0,0,0,0,0
24_1,258_1,24_1-258_1,2,4,0,8,8,0,0,0,0,0
24_1,25_1,24_1-25_1,2,1,0,2,2,0,0,0,0,0
24_1,262_1,24_1-262_1,2,2,0,4,4,0,0,0,0,0
24_1,263_1,24_1-263_1,2,2,0,4,4,0,0,0,0,0
24_1,264_1,24_1-264_1,2,1,0,2,2,0,0,0,0,0
24_1,265_1,24_1-265_1,2,4,0,8,8,0,0,0,0,0
24_1,266_1,24_1-266_1,2,1,0,2,2,0,0,0,0,0
24_1,267_1,24_1-267_1,2,7,0,14,14,0,0,0,0,0
24_1,268_1,24_1-268_1,2,9,0,18,18,0,0,0,0,0
24_1,269_1,24_1-269_1,2,10,0,20,20,0,0,0,0,0
24_1,26_1,24_1-26_1,2,2,0,4,4,0,0,0,0,0
24_1,26_2,24_1-26_2,2,479,0,958,958,0,0,6,0,0.0062630480167
24_1,26_3,24_1-26_3,2,52,2,102,104,1,0,0,0,0
24_1,273_1,24_1-273_1,2,2,0,4,4,0,0,0,0,0
24_1,276_1,24_1-276_1,2,2,0,4,4,0,0,0,0,0
24_1,282_1,24_1-282_1,2,5,0,10,10,0,0,0,0,0
24_1,283_1,24_1-283_1,2,94,0,188,188,0,0,0,0,0
24_1,286_1,24_1-286_1,2,4,0,8,8,0,0,0,0,0
24_1,287_1,24_1-287_1,2,3,0,6,6,0,0,0,0,0
24_1,288_1,24_1-288_1,2,2,0,4,4,0,0,0,0,0
24_1,28_1,24_1-28_1,2,2,0,4,4,0,0,0,0,0
24_1,290_1,24_1-290_1,2,5,0,10,10,0,0,0,0,0
24_1,292_2,24_1-292_2,2,4,0,8,8,0,0,0,0,0
24_1,294_1,24_1-294_1,2,5,0,10,10,0,0,0,0,0
24_1,294_2,24_1-294_2,2,22,0,44,44,0,0,0,0,0
24_1,295_0,24_1-295_0,2,1,0,2,2,0,0,0,0,0
24_1,297_1,24_1-297_1,2,20,0,40,40,0,0,0,0,0
24_1,298_1,24_1-298_1,2,27,0,54,54,0,0,0,0,0
24_1,29_1,24_1-29_1,2,3,0,6,6,0,0,0,0,0
24_1,300_1,24_1-300_1,2,9,0,18,18,0,0,0,0,0
24_1,301_1,24_1-301_1,2,5,0,10,10,0,0,0,0,0
24_1,308_1,24_1-308_1,2,10,0,20,20,0,0,0,0,0
24_1,309_1,24_1-309_1,2,2,0,4,4,0,0,0,0,0
24_1,30_1,24_1-30_1,2,4,0,8,8,0,0,0,0,0
24_1,312_1,24_1-312_1,2,2,0,4,4,0,0,0,0,0
24_1,314_1,24_1-314_1,2,2,0,4,4,0,0,0,0,0
24_1,317_1,24_1-317_1,2,4,0,8,8,0,0,0,0,0
24_1,318_1,24_1-318_1,2,2,0,4,4,0,0,0,0,0
24_1,318_10,24_1-318_10,2,1,0,2,2,0,0,0,0,0
24_1,318_11,24_1-318_11,2,3,0,6,6,0,0,0,0,0
24_1,318_13,24_1-318_13,2,13,0,26,26,0,0,0,0,0
24_1,318_15,24_1-318_15,2,2,0,4,4,0,0,0,0,0
24_1,318_16,24_1-318_16,2,4,0,8,8,0,0,0,0,0
24_1,318_17,24_1-318_17,2,9,0,18,18,0,0,0,0,0
24_1,318_18,24_1-318_18,2,5,0,10,10,0,0,0,0,0
24_1,318_19,24_1-318_19,2,25,0,50,50,0,0,0,0,0
24_1,318_2,24_1-318_2,2,6,0,12,12,0,0,0,0,0
24_1,318_20,24_1-318_20,2,2,0,4,4,0,0,0,0,0
24_1,318_21,24_1-318_21,2,42,0,84,84,0,0,0,0,0
24_1,318_22,24_1-318_22,2,1,0,2,2,0,0,0,0,0
24_1,318_23,24_1-318_23,2,2,0,4,4,0,0,0,0,0
24_1,318_24,24_1-318_24,2,7,0,14,14,0,0,0,0,0
24_1,318_26,24_1-318_26,2,2,0,4,4,0,0,0,0,0
24_1,318_27,24_1-318_27,2,4,0,8,8,0,0,0,0,0
24_1,318_28,24_1-318_28,2,2,0,4,4,0,0,0,0,0
24_1,318_29,24_1-318_29,2,1,0,2,2,0,0,0,0,0
24_1,318_3,24_1-318_3,2,5,0,10,10,0,0,0,0,0
24_1,318_30,24_1-318_30,2,4,0,8,8,0,0,0,0,0
24_1,318_32,24_1-318_32,2,3,0,6,6,0,0,0,0,0
24_1,318_33,24_1-318_33,2,5,0,10,10,0,0,0,0,0
24_1,318_34,24_1-318_34,2,2,0,4,4,0,0,0,0,0
24_1,318_35,24_1-318_35,2,2,0,4,4,0,0,0,0,0
24_1,318_36,24_1-318_36,2,2,0,4,4,0,0,0,0,0
24_1,318_37,24_1-318_37,2,2,0,4,4,0,0,0,0,0
24_1,318_38,24_1-318_38,2,41,0,82,82,0,0,0,0,0
24_1,318_39,24_1-318_39,2,24,0,48,48,0,0,0,0,0
24_1,318_4,24_1-318_4,2,2,0,4,4,0,0,0,0,0
24_1,318_40,24_1-318_40,2,19,0,38,38,0,0,0,0,0
24_1,318_42,24_1-318_42,2,17,0,34,34,0,0,0,0,0
24_1,318_43,24_1-318_43,2,1,0,2,2,0,0,0,0,0
24_1,318_44,24_1-318_44,2,1,0,2,2,0,0,0,0,0
24_1,318_45,24_1-318_45,2,4,0,8,8,0,0,0,0,0
24_1,318_46,24_1-318_46,2,2,0,4,4,0,0,0,0,0
24_1,318_47,24_1-318_47,2,1,0,2,2,0,0,0,0,0
24_1,318_48,24_1-318_48,2,5,0,10,10,0,0,0,0,0
24_1,318_49,24_1-318_49,2,4,0,8,8,0,0,0,0,0
24_1,318_5,24_1-318_5,2,10,0,20,20,0,0,0,0,0
24_1,318_50,24_1-318_50,2,3,0,6,6,0,0,0,0,0
24_1,318_51,24_1-318_51,2,1,0,2,2,0,0,0,0,0
24_1,318_52,24_1-318_52,2,9,0,18,18,0,0,0,0,0
24_1,318_53,24_1-318_53,2,2,0,4,4,0,0,0,0,0
24_1,318_54,24_1-318_54,2,63,0,126,126,0,0,0,0,0
24_1,318_55,24_1-318_55,2,3,0,6,6,0,0,0,0,0
24_1,318_56,24_1-318_56,2,429,0,858,858,0,0,0,0,0
24_1,318_57,24_1-318_57,2,1,0,2,2,0,0,0,0,0
24_1,318_58,24_1-318_58,2,1,0,2,2,0,0,0,0,0
24_1,318_60,24_1-318_60,2,1,0,2,2,0,0,0,0,0
24_1,318_61,24_1-318_61,2,1,0,2,2,0,0,0,0,0
24_1,318_62,24_1-318_62,2,1,0,2,2,0,0,0,0,0
24_1,318_65,24_1-318_65,2,1,0,2,2,0,0,0,0,0
24_1,318_66,24_1-318_66,2,1,0,2,2,0,0,0,0,0
24_1,318_67,24_1-318_67,2,1,0,2,2,0,0,0,0,0
24_1,318_69,24_1-318_69,2,1,0,2,2,0,0,0,0,0
24_1,318_7,24_1-318_7,2,3,0,6,6,0,0,0,0,0
24_1,318_70,24_1-318_70,2,3,0,6,6,0,0,0,0,0
24_1,318_71,24_1-318_71,2,4,0,8,8,0,0,0,0,0
24_1,318_72,24_1-318_72,2,1,0,2,2,0,0,0,0,0
24_1,318_73,24_1-318_73,2,1,0,2,2,0,0,0,0,0
24_1,318_74,24_1-318_74,2,4,0,8,8,0,0,0,0,0
24_1,318_75,24_1-318_75,2,3,0,6,6,0,0,0,0,0
24_1,318_76,24_1-318_76,2,4,0,8,8,0,0,0,0,0
24_1,318_77,24_1-318_77,2,3,0,6,6,0,0,0,0,0
24_1,318_78,24_1-318_78,2,2,0,4,4,0,0,0,0,0
24_1,318_79,24_1-318_79,2,3,0,6,6,0,0,0,0,0
24_1,318_8,24_1-318_8,2,16,0,32,32,0,0,0,0,0
24_1,318_80,24_1-318_80,2,1,0,2,2,0,0,0,0,0
24_1,318_81,24_1-318_81,2,1,0,2,2,0,0,0,0,0
24_1,318_82,24_1-318_82,2,1,0,2,2,0,0,0,0,0
24_1,318_84,24_1-318_84,2,1,0,2,2,0,0,0,0,0
24_1,318_9,24_1-318_9,2,1,0,2,2,0,0,0,0,0
24_1,319_1,24_1-319_1,2,2,0,4,4,0,0,0,0,0
24_1,31_1,24_1-31_1,2,1,0,2,2,0,0,0,0,0
24_1,31_2,24_1-31_2,2,5,0,10,10,0,0,0,0,0
24_1,320_1,24_1-320_1,2,2,0,4,4,0,0,0,0,0
24_1,321_1,24_1-321_1,2,17,0,34,34,0,0,0,0,0
24_1,324_1,24_1-324_1,2,2,0,4,4,0,0,0,0,0
24_1,325_1,24_1-325_1,2,9,0,18,18,0,0,0,0,0
24_1,326_1,24_1-326_1,2,260,0,520,520,0,0,0,0,0
24_1,327_1,24_1-327_1,2,2,0,4,4,0,0,0,0,0
24_1,32_1,24_1-32_1,2,494,8,980,988,1,0,2,0,0.00204081632653
24_1,330_1,24_1-330_1,2,126,0,252,252,0,0,0,0,0
24_1,331_1,24_1-331_1,2,24,0,48,48,0,0,0,0,0
24_1,332_1,24_1-332_1,2,63,0,126,126,0,0,0,0,0
24_1,333_1,24_1-333_1,2,50,0,100,100,0,0,0,0,0
24_1,334_1,24_1-334_1,2,410,0,820,820,0,0,0,0,0
24_1,334_2,24_1-334_2,2,2,0,4,4,0,0,0,0,0
24_1,334_3,24_1-334_3,2,224,0,448,448,0,0,0,0,0
24_1,335_1,24_1-335_1,2,5835,0,11670,11670,0,0,0,0,0
24_1,336_1,24_1-336_1,2,132,0,264,264,0,0,0,0,0
24_1,337_1,24_1-337_1,2,38,0,76,76,0,0,0,0,0
24_1,338_1,24_1-338_1,2,3834,10,7658,7668,1,0,0,0,0
24_1,33_1,24_1-33_1,2,37,0,74,74,0,0,0,0,0
24_1,34_1,24_1-34_1,2,17,0,34,34,0,0,0,0,0
24_1,36_1,24_1-36_1,2,42,0,84,84,0,0,0,0,0
24_1,37_1,24_1-37_1,2,45,0,90,90,0,0,0,0,0
24_1,37_2,24_1-37_2,2,1,0,2,2,0,0,0,0,0
24_1,38_1,24_1-38_1,2,4,0,8,8,0,0,0,0,0
24_1,39_1,24_1-39_1,2,8,0,16,16,0,0,0,0,0
24_1,39_2,24_1-39_2,2,54,0,108,108,0,0,0,0,0
24_1,39_3,24_1-39_3,2,5,0,10,10,0,0,0,0,0
24_1,39_4,24_1-39_4,2,15,0,30,30,0,0,0,0,0
24_1,39_5,24_1-39_5,2,199,10,388,398,1,0,7,0,0.0180412371134
24_1,40_1,24_1-40_1,2,30,0,60,60,0,0,0,0,0
24_1,41_1,24_1-41_1,2,8,0,16,16,0,0,0,0,0
24_1,42_1,24_1-42_1,2,29,0,58,58,0,0,0,0,0
24_1,42_2,24_1-42_2,2,293,0,586,586,0,0,9,0,0.0153583617747
24_1,43_1,24_1-43_1,2,222,4,440,444,1,0,1,0,0.00227272727273
24_1,44_1,24_1-44_1,2,252,2,502,504,1,0,4,0,0.00796812749004
24_1,44_3,24_1-44_3,2,514,0,1028,1028,0,0,3,0,0.00291828793774
24_1,44_4,24_1-44_4,2,30,0,60,60,0,0,0,0,0
24_1,44_5,24_1-44_5,2,13,0,26,26,0,0,0,0,0
24_1,45_1,24_1-45_1,2,1976,2,3950,3952,1,0,21,0,0.0053164556962
24_1,46_1,24_1-46_1,2,662,8,1316,1324,1,4,18,0.5,0.0136778115502
24_1,47_1,24_1-47_1,2,2,0,4,4,0,0,0,0,0
24_1,47_2,24_1-47_2,2,18,0,36,36,0,0,0,0,0
24_1,48_1,24_1-48_1,2,3,0,6,6,0,0,0,0,0
24_1,48_2,24_1-48_2,2,1128,4,2252,2256,1,0,17,0,0.00754884547069
24_1,4_1,24_1-4_1,2,5,0,10,10,0,0,0,0,0
24_1,4_2,24_1-4_2,2,5,0,10,10,0,0,0,0,0
24_1,4_3,24_1-4_3,2,16,0,32,32,0,0,0,0,0
24_1,50_1,24_1-50_1,2,56,0,112,112,0,0,0,0,0
24_1,51_1,24_1-51_1,2,29,0,58,58,0,0,0,0,0
24_1,52_1,24_1-52_1,2,68,8,128,136,1,0,0,0,0
24_1,54_1,24_1-54_1,2,3,0,6,6,0,0,0,0,0
24_1,55_1,24_1-55_1,2,5,0,10,10,0,0,0,0,0
24_1,57_1,24_1-57_1,2,2,0,4,4,0,0,0,0,0
24_1,62_1,24_1-62_1,2,8,0,16,16,0,0,0,0,0
24_1,66_1,24_1-66_1,2,2,0,4,4,0,0,0,0,0
24_1,66_2,24_1-66_2,2,4,0,8,8,0,0,0,0,0
24_1,66_3,24_1-66_3,2,44,0,88,88,0,0,0,0,0
24_1,66_4,24_1-66_4,2,20,0,40,40,0,0,0,0,0
24_1,66_5,24_1-66_5,2,2547,0,5094,5094,0,0,0,0,0
24_1,67_1,24_1-67_1,2,2,0,4,4,0,0,0,0,0
24_1,67_2,24_1-67_2,2,15,0,30,30,0,0,0,0,0
24_1,68_1,24_1-68_1,2,3,0,6,6,0,0,0,0,0
24_1,69_1,24_1-69_1,2,20,0,40,40,0,0,0,0,0
24_1,69_2,24_1-69_2,2,2,0,4,4,0,0,0,0,0
24_1,69_3,24_1-69_3,2,6,0,12,12,0,0,0,0,0
24_1,70_1,24_1-70_1,2,6,0,12,12,0,0,0,0,0
24_1,71_1,24_1-71_1,2,2,0,4,4,0,0,0,0,0
24_1,72_1,24_1-72_1,2,13,0,26,26,0,0,0,0,0
24_1,74_1,24_1-74_1,2,4,0,8,8,0,0,0,0,0
24_1,75_1,24_1-75_1,2,13,0,26,26,0,0,0,0,0
24_1,76_1,24_1-76_1,2,3,0,6,6,0,0,0,0,0
24_1,76_2,24_1-76_2,2,59,0,118,118,0,0,0,0,0
24_1,76_3,24_1-76_3,2,8,0,16,16,0,0,0,0,0
24_1,77_1,24_1-77_1,2,2,0,4,4,0,0,0,0,0
24_1,77_2,24_1-77_2,2,15,0,30,30,0,0,0,0,0
24_1,78_1,24_1-78_1,2,6,0,12,12,0,0,0,0,0
24_1,78_2,24_1-78_2,2,4,0,8,8,0,0,0,0,0
24_1,78_3,24_1-78_3,2,11,0,22,22,0,0,0,0,0
24_1,80_1,24_1-80_1,2,9,0,18,18,0,0,0,0,0
24_1,84_1,24_1-84_1,2,4,0,8,8,0,0,0,0,0
24_1,86_1,24_1-86_1,2,3,0,6,6,0,0,0,0,0
24_1,87_1,24_1-87_1,2,10,0,20,20,0,0,0,0,0
24_1,8_1,24_1-8_1,2,4,0,8,8,0,0,0,0,0
24_1,90_1,24_1-90_1,2,118,0,236,236,0,0,0,0,0
24_1,91_1,24_1-91_1,2,7,0,14,14,0,0,0,0,0
24_1,92_1,24_1-92_1,2,38,0,76,76,0,0,0,0,0
24_1,93_1,24_1-93_1,2,2,0,4,4,0,0,0,0,0
24_1,94_1,24_1-94_1,2,3,0,6,6,0,0,0,0,0
24_1,96_1,24_1-96_1,2,265,4,526,530,1,0,0,0,0
24_1,97_1,24_1-97_1,2,287,4,570,574,1,0,0,0,0
24_1,98_1,24_1-98_1,2,3,0,6,6,0,0,0,0,0
24_1,99_1,24_1-99_1,2,2,0,4,4,0,0,0,0,0
24_1,99_2,24_1-99_2,2,21,0,42,42,0,0,0,0,0
24_1,9_1,24_1-9_1,2,2,0,4,4,0,0,0,0,0
24_1,9_2,24_1-9_2,2,22,0,44,44,0,0,0,0,0
24_2,24_3,24_2-24_3,4,1,0,4,4,0,0,0,0,0
24_2,250_1,24_2-250_1,4,4,0,16,16,0,0,0,0,0
24_2,252_1,24_2-252_1,4,7,0,28,28,0,0,0,0,0
24_2,256_1,24_2-256_1,4,5,0,20,20,0,0,0,0,0
24_2,257_1,24_2-257_1,4,6,0,24,24,0,0,0,0,0
24_2,258_1,24_2-258_1,4,4,0,16,16,0,0,0,0,0
24_2,25_1,24_2-25_1,4,1,0,4,4,0,0,0,0,0
24_2,262_1,24_2-262_1,4,2,0,8,8,0,0,0,0,0
24_2,263_1,24_2-263_1,4,2,0,8,8,0,0,0,0,0
24_2,264_1,24_2-264_1,4,1,0,4,4,0,0,0,0,0
24_2,265_1,24_2-265_1,4,4,0,16,16,0,0,0,0,0
24_2,266_1,24_2-266_1,4,1,0,4,4,0,0,0,0,0
24_2,267_1,24_2-267_1,4,7,1,27,28,1,0,0,0,0
24_2,268_1,24_2-268_1,4,9,0,36,36,0,0,0,0,0
24_2,269_1,24_2-269_1,4,10,0,40,40,0,0,0,0,0
24_2,26_1,24_2-26_1,4,2,0,8,8,0,0,2,0,0.25
24_2,26_2,24_2-26_2,4,479,0,1916,1916,0,0,231,0,0.120563674322
24_2,26_3,24_2-26_3,4,52,1,207,208,1,0,0,0,0
24_2,273_1,24_2-273_1,4,2,0,8,8,0,0,0,0,0
24_2,276_1,24_2-276_1,4,2,0,8,8,0,0,0,0,0
24_2,282_1,24_2-282_1,4,5,0,20,20,0,0,0,0,0
24_2,283_1,24_2-283_1,4,94,0,376,376,0,0,0,0,0
24_2,286_1,24_2-286_1,4,4,0,16,16,0,0,0,0,0
24_2,287_1,24_2-287_1,4,3,0,12,12,0,0,0,0,0
24_2,288_1,24_2-288_1,4,2,0,8,8,0,0,0,0,0
24_2,28_1,24_2-28_1,4,2,0,8,8,0,0,0,0,0
24_2,290_1,24_2-290_1,4,5,0,20,20,0,0,0,0,0
24_2,292_2,24_2-292_2,4,4,0,16,16,0,0,0,0,0
24_2,294_1,24_2-294_1,4,5,0,20,20,0,0,0,0,0
24_2,294_2,24_2-294_2,4,22,0,88,88,0,0,0,0,0
24_2,295_0,24_2-295_0,4,1,0,4,4,0,0,0,0,0
24_2,297_1,24_2-297_1,4,20,0,80,80,0,0,0,0,0
24_2,298_1,24_2-298_1,4,27,0,108,108,0,0,0,0,0
24_2,29_1,24_2-29_1,4,3,0,12,12,0,0,0,0,0
24_2,300_1,24_2-300_1,4,9,0,36,36,0,0,0,0,0
24_2,301_1,24_2-301_1,4,5,0,20,20,0,0,0,0,0
24_2,308_1,24_2-308_1,4,10,0,40,40,0,0,0,0,0
24_2,309_1,24_2-309_1,4,2,0,8,8,0,0,2,0,0.25
24_2,30_1,24_2-30_1,4,4,0,16,16,0,0,0,0,0
24_2,312_1,24_2-312_1,4,2,0,8,8,0,0,0,0,0
24_2,314_1,24_2-314_1,4,2,0,8,8,0,0,0,0,0
24_2,317_1,24_2-317_1,4,4,0,16,16,0,0,0,0,0
24_2,318_1,24_2-318_1,4,2,0,8,8,0,0,0,0,0
24_2,318_10,24_2-318_10,4,1,0,4,4,0,0,0,0,0
24_2,318_11,24_2-318_11,4,3,0,12,12,0,0,0,0,0
24_2,318_13,24_2-318_13,4,13,0,52,52,0,0,0,0,0
24_2,318_15,24_2-318_15,4,2,0,8,8,0,0,0,0,0
24_2,318_16,24_2-318_16,4,4,0,16,16,0,0,0,0,0
24_2,318_17,24_2-318_17,4,9,0,36,36,0,0,0,0,0
24_2,318_18,24_2-318_18,4,5,0,20,20,0,0,0,0,0
24_2,318_19,24_2-318_19,4,25,0,100,100,0,0,0,0,0
24_2,318_2,24_2-318_2,4,6,0,24,24,0,0,0,0,0
24_2,318_20,24_2-318_20,4,2,0,8,8,0,0,0,0,0
24_2,318_21,24_2-318_21,4,42,0,168,168,0,0,0,0,0
24_2,318_22,24_2-318_22,4,1,0,4,4,0,0,0,0,0
24_2,318_23,24_2-318_23,4,2,0,8,8,0,0,0,0,0
24_2,318_24,24_2-318_24,4,7,0,28,28,0,0,0,0,0
24_2,318_26,24_2-318_26,4,2,0,8,8,0,0,0,0,0
24_2,318_27,24_2-318_27,4,4,0,16,16,0,0,0,0,0
24_2,318_28,24_2-318_28,4,2,0,8,8,0,0,0,0,0
24_2,318_29,24_2-318_29,4,1,0,4,4,0,0,0,0,0
24_2,318_3,24_2-318_3,4,5,0,20,20,0,0,0,0,0
24_2,318_30,24_2-318_30,4,4,0,16,16,0,0,0,0,0
24_2,318_32,24_2-318_32,4,3,0,12,12,0,0,0,0,0
24_2,318_33,24_2-318_33,4,5,0,20,20,0,0,0,0,0
24_2,318_34,24_2-318_34,4,2,0,8,8,0,0,0,0,0
24_2,318_35,24_2-318_35,4,2,0,8,8,0,0,0,0,0
24_2,318_36,24_2-318_36,4,2,0,8,8,0,0,0,0,0
24_2,318_37,24_2-318_37,4,2,0,8,8,0,0,0,0,0
24_2,318_38,24_2-318_38,4,41,0,164,164,0,0,0,0,0
24_2,318_39,24_2-318_39,4,24,0,96,96,0,0,0,0,0
24_2,318_4,24_2-318_4,4,2,0,8,8,0,0,0,0,0
24_2,318_40,24_2-318_40,4,19,0,76,76,0,0,0,0,0
24_2,318_42,24_2-318_42,4,17,0,68,68,0,0,0,0,0
24_2,318_43,24_2-318_43,4,1,0,4,4,0,0,0,0,0
24_2,318_44,24_2-318_44,4,1,0,4,4,0,0,0,0,0
24_2,318_45,24_2-318_45,4,4,0,16,16,0,0,0,0,0
24_2,318_46,24_2-318_46,4,2,0,8,8,0,0,0,0,0
24_2,318_47,24_2-318_47,4,1,0,4,4,0,0,0,0,0
24_2,318_48,24_2-318_48,4,5,0,20,20,0,0,0,0,0
24_2,318_49,24_2-318_49,4,4,0,16,16,0,0,0,0,0
24_2,318_5,24_2-318_5,4,10,0,40,40,0,0,0,0,0
24_2,318_50,24_2-318_50,4,3,0,12,12,0,0,0,0,0
24_2,318_51,24_2-318_51,4,1,0,4,4,0,0,0,0,0
24_2,318_52,24_2-318_52,4,9,0,36,36,0,0,0,0,0
24_2,318_53,24_2-318_53,4,2,0,8,8,0,0,0,0,0
24_2,318_54,24_2-318_54,4,63,0,252,252,0,0,0,0,0
24_2,318_55,24_2-318_55,4,3,0,12,12,0,0,0,0,0
24_2,318_56,24_2-318_56,4,429,0,1716,1716,0,0,0,0,0
24_2,318_57,24_2-318_57,4,1,0,4,4,0,0,0,0,0
24_2,318_58,24_2-318_58,4,1,0,4,4,0,0,0,0,0
24_2,318_60,24_2-318_60,4,1,0,4,4,0,0,0,0,0
24_2,318_61,24_2-318_61,4,1,0,4,4,0,0,0,0,0
24_2,318_62,24_2-318_62,4,1,0,4,4,0,0,0,0,0
24_2,318_65,24_2-318_65,4,1,0,4,4,0,0,0,0,0
24_2,318_66,24_2-318_66,4,1,0,4,4,0,0,0,0,0
24_2,318_67,24_2-318_67,4,1,0,4,4,0,0,0,0,0
24_2,318_69,24_2-318_69,4,1,0,4,4,0,0,0,0,0
24_2,318_7,24_2-318_7,4,3,0,12,12,0,0,0,0,0
24_2,318_70,24_2-318_70,4,3,0,12,12,0,0,0,0,0
24_2,318_71,24_2-318_71,4,4,0,16,16,0,0,0,0,0
24_2,318_72,24_2-318_72,4,1,0,4,4,0,0,0,0,0
24_2,318_73,24_2-318_73,4,1,0,4,4,0,0,0,0,0
24_2,318_74,24_2-318_74,4,4,0,16,16,0,0,0,0,0
24_2,318_75,24_2-318_75,4,3,0,12,12,0,0,0,0,0
24_2,318_76,24_2-318_76,4,4,0,16,16,0,0,0,0,0
24_2,318_77,24_2-318_77,4,3,0,12,12,0,0,0,0,0
24_2,318_78,24_2-318_78,4,2,0,8,8,0,0,0,0,0
24_2,318_79,24_2-318_79,4,3,0,12,12,0,0,0,0,0
24_2,318_8,24_2-318_8,4,16,0,64,64,0,0,0,0,0
24_2,318_80,24_2-318_80,4,1,0,4,4,0,0,0,0,0
24_2,318_81,24_2-318_81,4,1,0,4,4,0,0,0,0,0
24_2,318_82,24_2-318_82,4,1,0,4,4,0,0,0,0,0
24_2,318_84,24_2-318_84,4,1,0,4,4,0,0,0,0,0
24_2,318_9,24_2-318_9,4,1,0,4,4,0,0,0,0,0
24_2,319_1,24_2-319_1,4,2,0,8,8,0,0,0,0,0
24_2,31_1,24_2-31_1,4,1,0,4,4,0,0,1,0,0.25
24_2,31_2,24_2-31_2,4,5,0,20,20,0,0,0,0,0
24_2,320_1,24_2-320_1,4,2,0,8,8,0,0,0,0,0
24_2,321_1,24_2-321_1,4,17,0,68,68,0,0,0,0,0
24_2,324_1,24_2-324_1,4,2,0,8,8,0,0,0,0,0
24_2,325_1,24_2-325_1,4,9,0,36,36,0,0,0,0,0
24_2,326_1,24_2-326_1,4,260,2,1038,1040,2,0,0,0,0
24_2,327_1,24_2-327_1,4,2,0,8,8,0,0,0,0,0
24_2,32_1,24_2-32_1,4,494,6,1970,1976,3,0,113,0,0.0573604060914
24_2,330_1,24_2-330_1,4,126,0,504,504,0,0,0,0,0
24_2,331_1,24_2-331_1,4,24,0,96,96,0,0,0,0,0
24_2,332_1,24_2-332_1,4,63,7,245,252,1,0,0,0,0
24_2,333_1,24_2-333_1,4,50,0,200,200,0,0,0,0,0
24_2,334_1,24_2-334_1,4,410,0,1640,1640,0,0,0,0,0
24_2,334_2,24_2-334_2,4,2,0,8,8,0,0,0,0,0
24_2,334_3,24_2-334_3,4,224,0,896,896,0,0,0,0,0
24_2,335_1,24_2-335_1,4,5835,22,23318,23340,3,0,0,0,0
24_2,336_1,24_2-336_1,4,132,0,528,528,0,0,0,0,0
24_2,337_1,24_2-337_1,4,38,0,152,152,0,0,0,0,0
24_2,338_1,24_2-338_1,4,3834,18,15318,15336,4,0,0,0,0
24_2,33_1,24_2-33_1,4,37,0,148,148,0,0,6,0,0.0405405405405
24_2,34_1,24_2-34_1,4,17,0,68,68,0,0,12,0,0.176470588235
